date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:10:03	1418/1418	---M-Z	200	added ('OK')	application/x-javascript	etag:%2258a-67b1c204-5ad21c08c588a37c;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/one-page/scrollIt.min.js	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/one-page/scrollIt.min.js	(from https://pxdraft.com/wrap/pinory/)
11:10:03	1916/1916	---M-Z	200	added ('OK')	application/x-javascript	etag:%2277c-67b1c204-c3a712efbd3e6c05;gz%22	https://pxdraft.com/wrap/pinory/assets/js/color-mode.js	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/js/color-mode.js	(from https://pxdraft.com/wrap/pinory/)
11:10:03	11481/11481	---M-Z	200	added ('OK')	application/x-javascript	etag:%222cd9-67b1c204-dbca49d36b852dbb;gz%22	https://pxdraft.com/wrap/pinory/assets/js/custom.js	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/js/custom.js	(from https://pxdraft.com/wrap/pinory/)
11:10:04	63666/63666	---M-Z	200	added ('OK')	text/css	etag:%22f8b2-67b1c204-9b4f57b55d9d9cf4;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/bootstrap-icons.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/bootstrap-icons.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:05	232803/232803	---M-Z	200	added ('OK')	text/css	etag:%2238d63-67b1c204-f6a40205bd586a6c;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/css/bootstrap.min.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/bootstrap/css/bootstrap.min.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:06	2936/2936	---M-Z	200	added ('OK')	text/css	etag:%22b78-67b1c204-9f2f602153dfdc17;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/owl-carousel/css/owl.carousel.min.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/owl-carousel/css/owl.carousel.min.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:06	6951/6951	---M-Z	200	added ('OK')	text/css	etag:%221b27-67b1c204-fd3b42ca142939a9;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/magnific/magnific-popup.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/magnific/magnific-popup.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:07	26666/26666	---M-Z	200	added ('OK')	text/css	etag:%22682a-67b1c204-6d5e04c323aef11a;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/css-circle/css/circle.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/css-circle/css/circle.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:07	101894/101894	---M-Z	200	added ('OK')	text/css	etag:%2218e06-67b1c204-4d21ae2ad5fdab4;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css	(from https://pxdraft.com/wrap/pinory/assets/css/style.css)
11:10:35	292458/292458	---M-Z	200	added ('OK')	application/x-javascript	etag:%224766a-67b1c204-8284a77e66773147;gz%22	https://pxdraft.com/wrap/pinory/assets/js/jquery-3.6.4.js	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/js/jquery-3.6.4.js	(from https://pxdraft.com/wrap/pinory/)
11:10:37	787/787	---M--	403	error ('Forbidden')	text/html	date:Mon,%2010%20Mar%202025%2010:10:29%20GMT	https://pxdraft.com/wrap/pinory/assets/vendor/	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/index.html	(from https://pxdraft.com/wrap/pinory/assets/js/custom.js)
11:10:38	85044/85044	---M--	200	added ('OK')	font/woff2	etag:%2214c34-67b1c204-7c21dbf8060a8d76;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/fonts/bootstrap-icons.woff2?8bd4575acf83c7696dc7a14a966660a3	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/fonts/bootstrap-iconse36a.woff2	(from https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/bootstrap-icons.css)
11:10:38	90653/90653	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Mar%202025%2010:10:29%20GMT	https://pxdraft.com/wrap/pinory/true/	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/true/index.html	(from https://pxdraft.com/wrap/pinory/assets/js/jquery-3.6.4.js)
11:10:41	90741/90741	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2010%20Mar%202025%2010:10:32%20GMT	https://pxdraft.com/wrap/pinory/assets/vendor/owl-carousel/css/owl.video.play.png	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/owl-carousel/css/owl.video.play.1d.delayed	(from https://pxdraft.com/wrap/pinory/assets/vendor/owl-carousel/css/owl.carousel.min.css)
11:10:43	186124/186124	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%222d70c-67b1c204-4ef47ce37131cc25;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-brands-400.ttf	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:11:47	113656/113656	---M--	200	added ('OK')	application/font-woff	etag:%221bbf8-67b1c204-6e60fe0e2cb589a1;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/fonts/bootstrap-icons.woff?8bd4575acf83c7696dc7a14a966660a3	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/fonts/bootstrap-iconse36a.woff	(from https://pxdraft.com/wrap/pinory/assets/vendor/bootstrap/icons/bootstrap-icons.css)
11:12:05	25236/25236	---M--	200	added ('OK')	font/woff2	etag:%226294-67b1c204-16fa2168a8159cf;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-regular-400.woff2	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:12:07	62320/62320	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22f370-67b1c204-65c683cff72bed50;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-regular-400.ttf	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:12:45	150516/150516	---M--	200	added ('OK')	font/woff2	etag:%2224bf4-67b1c204-110b68d5c02074a3;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-solid-900.woff2	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:12:45	397420/397420	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%226106c-67b1c204-8cab0f0d91367a54;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-solid-900.ttf	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:12:53	10140/10140	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22279c-67b1c204-c492d3ae3fb10b55;gz%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-v4compatibility.ttf	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-v4compatibility.ttf	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:12:58	4568/4568	---M--	200	added ('OK')	font/woff2	etag:%2211d8-67b1c204-e1e555d83303f327;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-v4compatibility.woff2	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-v4compatibility.woff2	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
11:13:06	107656/107656	UR-M--	200	added ('Partial%20Content')	font/woff2	etag:%221a488-67b1c204-4b114ed55d2712fa;;;%22	https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	C:/Users/NCDMB%20EDTECH%20LAPTOPS/Desktop/ABEL/Abel.portfolio/pxdraft.com/wrap/pinory/assets/vendor/font-awesome/webfonts/fa-brands-400.woff2	(from https://pxdraft.com/wrap/pinory/assets/vendor/font-awesome/css/all.min.css)
